	datasetoi	datasetor	score	method	goldstandardoi	goldstandardor	ofinterest	ofreference	runningtime	moduledef	organismoi	organismnetoi	organismnetor	weight
1750	ecoli_colombos	ecoli_colombos	0.10170415819308076	kmeans	ecoli_regulondb#ap3	ecoli_regulondb#ap3	ecoli_colombos#ecoli_regulondb#ap3	ecoli_colombos#ecoli_regulondb#ap3	2012.2624711990359	interconnected	ecoli	ecoli	ecoli	0.0030864197530864196
1759	ecoli_colombos	ecoli_colombos	0.10071369316288804	kmeans	ecoli_regulondb#mcl1	ecoli_regulondb#mcl1	ecoli_colombos#ecoli_regulondb#mcl1	ecoli_colombos#ecoli_regulondb#mcl1	2012.2624711990359	interconnected	ecoli	ecoli	ecoli	0.0030864197530864196
1768	ecoli_colombos	ecoli_colombos	0.13950000679109004	kmeans	ecoli_regulondb#mcl2	ecoli_regulondb#mcl2	ecoli_colombos#ecoli_regulondb#mcl2	ecoli_colombos#ecoli_regulondb#mcl2	2012.2624711990359	interconnected	ecoli	ecoli	ecoli	0.0030864197530864196
1777	ecoli_colombos	ecoli_colombos	0.10071369316288804	kmeans	ecoli_regulondb#mcl3	ecoli_regulondb#mcl3	ecoli_colombos#ecoli_regulondb#mcl3	ecoli_colombos#ecoli_regulondb#mcl3	2012.2624711990359	interconnected	ecoli	ecoli	ecoli	0.0030864197530864196
1786	ecoli_colombos	ecoli_colombos	0.1053309792337738	kmeans	ecoli_regulondb#minimal	ecoli_regulondb#minimal	ecoli_colombos#ecoli_regulondb#minimal	ecoli_colombos#ecoli_regulondb#minimal	2012.2624711990359	minimal	ecoli	ecoli	ecoli	0.018518518518518517
1797	ecoli_colombos	ecoli_colombos	0.289864574528964	kmeans	ecoli_regulondb#strict	ecoli_regulondb#strict	ecoli_colombos#ecoli_regulondb#strict	ecoli_colombos#ecoli_regulondb#strict	2012.2624711990359	strict	ecoli	ecoli	ecoli	0.027777777777777776
1807	ecoli_colombos	ecoli_colombos	0.10299952231733396	kmeans	ecoli_regulondb#tc1	ecoli_regulondb#tc1	ecoli_colombos#ecoli_regulondb#tc1	ecoli_colombos#ecoli_regulondb#tc1	2012.2624711990359	interconnected	ecoli	ecoli	ecoli	0.0030864197530864196
1816	ecoli_colombos	ecoli_colombos	0.08979263405445823	kmeans	ecoli_regulondb#tc2	ecoli_regulondb#tc2	ecoli_colombos#ecoli_regulondb#tc2	ecoli_colombos#ecoli_regulondb#tc2	579.8788201808931	interconnected	ecoli	ecoli	ecoli	0.0030864197530864196
1825	ecoli_colombos	ecoli_colombos	0.10299952231733396	kmeans	ecoli_regulondb#tc3	ecoli_regulondb#tc3	ecoli_colombos#ecoli_regulondb#tc3	ecoli_colombos#ecoli_regulondb#tc3	2012.2624711990359	interconnected	ecoli	ecoli	ecoli	0.0030864197530864196
1835	ecoli_dream5	ecoli_dream5	0.04100428526706113	kmeans	ecoli_regulondb#ap1	ecoli_regulondb#ap1	ecoli_dream5#ecoli_regulondb#ap1	ecoli_dream5#ecoli_regulondb#ap1	816.8758323192596	interconnected	ecoli	ecoli	ecoli	0.0030864197530864196
1844	ecoli_dream5	ecoli_dream5	0.16130292243638344	kmeans	ecoli_regulondb#ap2	ecoli_regulondb#ap2	ecoli_dream5#ecoli_regulondb#ap2	ecoli_dream5#ecoli_regulondb#ap2	368.6710186004639	interconnected	ecoli	ecoli	ecoli	0.0030864197530864196
1853	ecoli_dream5	ecoli_dream5	0.037430980944190985	kmeans	ecoli_regulondb#ap3	ecoli_regulondb#ap3	ecoli_dream5#ecoli_regulondb#ap3	ecoli_dream5#ecoli_regulondb#ap3	816.8758323192596	interconnected	ecoli	ecoli	ecoli	0.0030864197530864196
1862	ecoli_dream5	ecoli_dream5	0.04258621799434662	kmeans	ecoli_regulondb#mcl1	ecoli_regulondb#mcl1	ecoli_dream5#ecoli_regulondb#mcl1	ecoli_dream5#ecoli_regulondb#mcl1	985.8559806346892	interconnected	ecoli	ecoli	ecoli	0.0030864197530864196
1871	ecoli_dream5	ecoli_dream5	0.05745980877867734	kmeans	ecoli_regulondb#mcl2	ecoli_regulondb#mcl2	ecoli_dream5#ecoli_regulondb#mcl2	ecoli_dream5#ecoli_regulondb#mcl2	985.8559806346892	interconnected	ecoli	ecoli	ecoli	0.0030864197530864196
1880	ecoli_dream5	ecoli_dream5	0.04258621799434662	kmeans	ecoli_regulondb#mcl3	ecoli_regulondb#mcl3	ecoli_dream5#ecoli_regulondb#mcl3	ecoli_dream5#ecoli_regulondb#mcl3	985.8559806346892	interconnected	ecoli	ecoli	ecoli	0.0030864197530864196
1889	ecoli_dream5	ecoli_dream5	0.042466484290013935	kmeans	ecoli_regulondb#minimal	ecoli_regulondb#minimal	ecoli_dream5#ecoli_regulondb#minimal	ecoli_dream5#ecoli_regulondb#minimal	512.9627108573914	minimal	ecoli	ecoli	ecoli	0.018518518518518517
1900	ecoli_dream5	ecoli_dream5	0.11453476369308113	kmeans	ecoli_regulondb#strict	ecoli_regulondb#strict	ecoli_dream5#ecoli_regulondb#strict	ecoli_dream5#ecoli_regulondb#strict	985.8559806346892	strict	ecoli	ecoli	ecoli	0.027777777777777776
1910	ecoli_dream5	ecoli_dream5	0.0421901951731468	kmeans	ecoli_regulondb#tc1	ecoli_regulondb#tc1	ecoli_dream5#ecoli_regulondb#tc1	ecoli_dream5#ecoli_regulondb#tc1	512.9627108573914	interconnected	ecoli	ecoli	ecoli	0.0030864197530864196
1919	ecoli_dream5	ecoli_dream5	0.033888824831445966	kmeans	ecoli_regulondb#tc2	ecoli_regulondb#tc2	ecoli_dream5#ecoli_regulondb#tc2	ecoli_dream5#ecoli_regulondb#tc2	512.9627108573914	interconnected	ecoli	ecoli	ecoli	0.0030864197530864196
1928	ecoli_dream5	ecoli_dream5	0.0421901951731468	kmeans	ecoli_regulondb#tc3	ecoli_regulondb#tc3	ecoli_dream5#ecoli_regulondb#tc3	ecoli_dream5#ecoli_regulondb#tc3	512.9627108573914	interconnected	ecoli	ecoli	ecoli	0.0030864197530864196
1938	ecoli_precise2	ecoli_precise2	0.043407015479740525	kmeans	ecoli_regulondb#minimal	ecoli_regulondb#minimal	ecoli_precise2#ecoli_regulondb#minimal	ecoli_precise2#ecoli_regulondb#minimal	613.8540201187134	minimal	ecoli	ecoli	ecoli	0.018518518518518517
1970	human_gtex	human_gtex	5.819567806326772	kmeans	regcircuit	regcircuit	human_gtex#regcircuit	human_gtex#regcircuit	9267.46183037758		human	regcircuit	regcircuit	0.05555555555555555
2044	human_seek_gpl5175	human_seek_gpl5175	6.081828534737939	kmeans	regcircuit	regcircuit	human_seek_gpl5175#regcircuit	human_seek_gpl5175#regcircuit	3264.5829648971558		human	regcircuit	regcircuit	0.05555555555555555
2118	human_tcga	human_tcga	9.509807961329807	kmeans	regcircuit	regcircuit	human_tcga#regcircuit	human_tcga#regcircuit	6272.938947677612		human	regcircuit	regcircuit	0.05555555555555555
2172	progesterone	progesterone	0.11054495588030924	kmeans	progesterone#minimal	progesterone#minimal	progesterone#progesterone#minimal	progesterone#progesterone#minimal	0.7103796005249023	minimal	rat	progesterone#minimal	progesterone#minimal	0.05555555555555555
2182	progesterone	progesterone	0.018535325815405682	kmeans	progesterone#strict	progesterone#strict	progesterone#progesterone#strict	progesterone#progesterone#strict	1.2599077224731443	strict	rat	progesterone#strict	progesterone#strict	0.05555555555555555
2190	progesterone	progesterone	0.22251596505891544	kmeans	progesterone#wcgna_minimal	progesterone#wcgna_minimal	progesterone#progesterone#wcgna_minimal	progesterone#progesterone#wcgna_minimal	0.935739517211914	wcgna_minimal	rat	progesterone#wcgna	progesterone#wcgna	0.05555555555555555
2191	synth_ecoli_regulondb	synth_ecoli_regulondb	0.14309500406631398	kmeans	ecoli_regulondb#ap1	ecoli_regulondb#ap1	synth_ecoli_regulondb#ecoli_regulondb#ap1	synth_ecoli_regulondb#ecoli_regulondb#ap1	942.9708631038666	interconnected	synth	ecoli	ecoli	0.0030864197530864196
2193	synth_ecoli_regulondb	synth_ecoli_regulondb	0.11237999247864276	kmeans	ecoli_regulondb#ap2	ecoli_regulondb#ap2	synth_ecoli_regulondb#ecoli_regulondb#ap2	synth_ecoli_regulondb#ecoli_regulondb#ap2	942.9708631038666	interconnected	synth	ecoli	ecoli	0.0030864197530864196
2195	synth_ecoli_regulondb	synth_ecoli_regulondb	0.14234269825757606	kmeans	ecoli_regulondb#ap3	ecoli_regulondb#ap3	synth_ecoli_regulondb#ecoli_regulondb#ap3	synth_ecoli_regulondb#ecoli_regulondb#ap3	942.9708631038666	interconnected	synth	ecoli	ecoli	0.0030864197530864196
2197	synth_ecoli_regulondb	synth_ecoli_regulondb	0.2379756592715187	kmeans	ecoli_regulondb#mcl1	ecoli_regulondb#mcl1	synth_ecoli_regulondb#ecoli_regulondb#mcl1	synth_ecoli_regulondb#ecoli_regulondb#mcl1	761.7124569416046	interconnected	synth	ecoli	ecoli	0.0030864197530864196
2199	synth_ecoli_regulondb	synth_ecoli_regulondb	0.29598926982603946	kmeans	ecoli_regulondb#mcl2	ecoli_regulondb#mcl2	synth_ecoli_regulondb#ecoli_regulondb#mcl2	synth_ecoli_regulondb#ecoli_regulondb#mcl2	761.7124569416046	interconnected	synth	ecoli	ecoli	0.0030864197530864196
2201	synth_ecoli_regulondb	synth_ecoli_regulondb	0.2379756592715187	kmeans	ecoli_regulondb#mcl3	ecoli_regulondb#mcl3	synth_ecoli_regulondb#ecoli_regulondb#mcl3	synth_ecoli_regulondb#ecoli_regulondb#mcl3	761.7124569416046	interconnected	synth	ecoli	ecoli	0.0030864197530864196
2203	synth_ecoli_regulondb	synth_ecoli_regulondb	0.20694909697085875	kmeans	ecoli_regulondb#minimal	ecoli_regulondb#minimal	synth_ecoli_regulondb#ecoli_regulondb#minimal	synth_ecoli_regulondb#ecoli_regulondb#minimal	761.7124569416046	minimal	synth	ecoli	ecoli	0.027777777777777776
2205	synth_ecoli_regulondb	synth_ecoli_regulondb	0.3169741945528322	kmeans	ecoli_regulondb#strict	ecoli_regulondb#strict	synth_ecoli_regulondb#ecoli_regulondb#strict	synth_ecoli_regulondb#ecoli_regulondb#strict	942.9708631038666	strict	synth	ecoli	ecoli	0.027777777777777776
2207	synth_ecoli_regulondb	synth_ecoli_regulondb	0.24845455989310802	kmeans	ecoli_regulondb#tc1	ecoli_regulondb#tc1	synth_ecoli_regulondb#ecoli_regulondb#tc1	synth_ecoli_regulondb#ecoli_regulondb#tc1	761.7124569416046	interconnected	synth	ecoli	ecoli	0.0030864197530864196
2209	synth_ecoli_regulondb	synth_ecoli_regulondb	0.19363977852127204	kmeans	ecoli_regulondb#tc2	ecoli_regulondb#tc2	synth_ecoli_regulondb#ecoli_regulondb#tc2	synth_ecoli_regulondb#ecoli_regulondb#tc2	761.7124569416046	interconnected	synth	ecoli	ecoli	0.0030864197530864196
2211	synth_ecoli_regulondb	synth_ecoli_regulondb	0.24845455989310802	kmeans	ecoli_regulondb#tc3	ecoli_regulondb#tc3	synth_ecoli_regulondb#ecoli_regulondb#tc3	synth_ecoli_regulondb#ecoli_regulondb#tc3	761.7124569416046	interconnected	synth	ecoli	ecoli	0.0030864197530864196
2214	synth_yeast_macisaac	synth_yeast_macisaac	0.044086985567513136	kmeans	yeast_macisaac#ap1	yeast_macisaac#ap1	synth_yeast_macisaac#yeast_macisaac#ap1	synth_yeast_macisaac#yeast_macisaac#ap1	877.8549914360046	interconnected	synth	yeast	yeast	0.0030864197530864196
2216	synth_yeast_macisaac	synth_yeast_macisaac	0.05950705427684935	kmeans	yeast_macisaac#ap2	yeast_macisaac#ap2	synth_yeast_macisaac#yeast_macisaac#ap2	synth_yeast_macisaac#yeast_macisaac#ap2	379.28254175186163	interconnected	synth	yeast	yeast	0.0030864197530864196
2218	synth_yeast_macisaac	synth_yeast_macisaac	0.0427045969370894	kmeans	yeast_macisaac#ap3	yeast_macisaac#ap3	synth_yeast_macisaac#yeast_macisaac#ap3	synth_yeast_macisaac#yeast_macisaac#ap3	877.8549914360046	interconnected	synth	yeast	yeast	0.0030864197530864196
2220	synth_yeast_macisaac	synth_yeast_macisaac	0.14932542400636611	kmeans	yeast_macisaac#mcl1	yeast_macisaac#mcl1	synth_yeast_macisaac#yeast_macisaac#mcl1	synth_yeast_macisaac#yeast_macisaac#mcl1	634.7079665660857	interconnected	synth	yeast	yeast	0.0030864197530864196
2222	synth_yeast_macisaac	synth_yeast_macisaac	0.19527849782130444	kmeans	yeast_macisaac#mcl2	yeast_macisaac#mcl2	synth_yeast_macisaac#yeast_macisaac#mcl2	synth_yeast_macisaac#yeast_macisaac#mcl2	634.7079665660857	interconnected	synth	yeast	yeast	0.0030864197530864196
2224	synth_yeast_macisaac	synth_yeast_macisaac	0.14932542400636611	kmeans	yeast_macisaac#mcl3	yeast_macisaac#mcl3	synth_yeast_macisaac#yeast_macisaac#mcl3	synth_yeast_macisaac#yeast_macisaac#mcl3	634.7079665660857	interconnected	synth	yeast	yeast	0.0030864197530864196
2226	synth_yeast_macisaac	synth_yeast_macisaac	0.13355744535104347	kmeans	yeast_macisaac#minimal	yeast_macisaac#minimal	synth_yeast_macisaac#yeast_macisaac#minimal	synth_yeast_macisaac#yeast_macisaac#minimal	634.7079665660857	minimal	synth	yeast	yeast	0.027777777777777776
2228	synth_yeast_macisaac	synth_yeast_macisaac	0.3336118332741462	kmeans	yeast_macisaac#strict	yeast_macisaac#strict	synth_yeast_macisaac#yeast_macisaac#strict	synth_yeast_macisaac#yeast_macisaac#strict	877.8549914360046	strict	synth	yeast	yeast	0.027777777777777776
2230	synth_yeast_macisaac	synth_yeast_macisaac	0.18842993294218507	kmeans	yeast_macisaac#tc1	yeast_macisaac#tc1	synth_yeast_macisaac#yeast_macisaac#tc1	synth_yeast_macisaac#yeast_macisaac#tc1	634.7079665660857	interconnected	synth	yeast	yeast	0.0030864197530864196
2232	synth_yeast_macisaac	synth_yeast_macisaac	0.1301671722743429	kmeans	yeast_macisaac#tc2	yeast_macisaac#tc2	synth_yeast_macisaac#yeast_macisaac#tc2	synth_yeast_macisaac#yeast_macisaac#tc2	379.28254175186163	interconnected	synth	yeast	yeast	0.0030864197530864196
2234	synth_yeast_macisaac	synth_yeast_macisaac	0.18842993294218507	kmeans	yeast_macisaac#tc3	yeast_macisaac#tc3	synth_yeast_macisaac#yeast_macisaac#tc3	synth_yeast_macisaac#yeast_macisaac#tc3	634.7079665660857	interconnected	synth	yeast	yeast	0.0030864197530864196
2240	yeast_dream5	yeast_dream5	0.017399422519229144	kmeans	yeast_macisaac#ap1	yeast_macisaac#ap1	yeast_dream5#yeast_macisaac#ap1	yeast_dream5#yeast_macisaac#ap1	927.2527377605438	interconnected	yeast	yeast	yeast	0.0015432098765432098
2249	yeast_dream5	yeast_dream5	0.04197405601890401	kmeans	yeast_macisaac#ap2	yeast_macisaac#ap2	yeast_dream5#yeast_macisaac#ap2	yeast_dream5#yeast_macisaac#ap2	459.922013759613	interconnected	yeast	yeast	yeast	0.0015432098765432098
2258	yeast_dream5	yeast_dream5	0.015809115022544326	kmeans	yeast_macisaac#ap3	yeast_macisaac#ap3	yeast_dream5#yeast_macisaac#ap3	yeast_dream5#yeast_macisaac#ap3	927.2527377605438	interconnected	yeast	yeast	yeast	0.0015432098765432098
2267	yeast_dream5	yeast_dream5	0.022892068513504702	kmeans	yeast_macisaac#mcl1	yeast_macisaac#mcl1	yeast_dream5#yeast_macisaac#mcl1	yeast_dream5#yeast_macisaac#mcl1	367.68872594833374	interconnected	yeast	yeast	yeast	0.0015432098765432098
2276	yeast_dream5	yeast_dream5	0.023555748330548	kmeans	yeast_macisaac#mcl2	yeast_macisaac#mcl2	yeast_dream5#yeast_macisaac#mcl2	yeast_dream5#yeast_macisaac#mcl2	606.2434351444243	interconnected	yeast	yeast	yeast	0.0015432098765432098
2285	yeast_dream5	yeast_dream5	0.022892068513504702	kmeans	yeast_macisaac#mcl3	yeast_macisaac#mcl3	yeast_dream5#yeast_macisaac#mcl3	yeast_dream5#yeast_macisaac#mcl3	367.68872594833374	interconnected	yeast	yeast	yeast	0.0015432098765432098
2296	yeast_dream5	yeast_dream5	0.025446162845318816	kmeans	yeast_macisaac#minimal	yeast_macisaac#minimal	yeast_dream5#yeast_macisaac#minimal	yeast_dream5#yeast_macisaac#minimal	367.68872594833374	minimal	yeast	yeast	yeast	0.013888888888888888
2306	yeast_dream5	yeast_dream5	0.0329811599337322	kmeans	yeast_macisaac#strict	yeast_macisaac#strict	yeast_dream5#yeast_macisaac#strict	yeast_dream5#yeast_macisaac#strict	459.922013759613	strict	yeast	yeast	yeast	0.013888888888888888
2315	yeast_dream5	yeast_dream5	0.025310597205865544	kmeans	yeast_macisaac#tc1	yeast_macisaac#tc1	yeast_dream5#yeast_macisaac#tc1	yeast_dream5#yeast_macisaac#tc1	215.37089419364932	interconnected	yeast	yeast	yeast	0.0015432098765432098
2324	yeast_dream5	yeast_dream5	0.024090776436200816	kmeans	yeast_macisaac#tc2	yeast_macisaac#tc2	yeast_dream5#yeast_macisaac#tc2	yeast_dream5#yeast_macisaac#tc2	215.37089419364932	interconnected	yeast	yeast	yeast	0.0015432098765432098
2333	yeast_dream5	yeast_dream5	0.025310597205865544	kmeans	yeast_macisaac#tc3	yeast_macisaac#tc3	yeast_dream5#yeast_macisaac#tc3	yeast_dream5#yeast_macisaac#tc3	215.37089419364932	interconnected	yeast	yeast	yeast	0.0015432098765432098
2343	yeast_dream5	yeast_dream5	0.028663935210733286	kmeans	yeast_sisima#ap1	yeast_sisima#ap1	yeast_dream5#yeast_sisima#ap1	yeast_dream5#yeast_sisima#ap1	606.2434351444243	interconnected	yeast	yeast	yeast	0.0015432098765432098
2352	yeast_dream5	yeast_dream5	0.07257924522942508	kmeans	yeast_sisima#ap2	yeast_sisima#ap2	yeast_dream5#yeast_sisima#ap2	yeast_dream5#yeast_sisima#ap2	215.37089419364932	interconnected	yeast	yeast	yeast	0.0015432098765432098
2361	yeast_dream5	yeast_dream5	0.02821919685344862	kmeans	yeast_sisima#ap3	yeast_sisima#ap3	yeast_dream5#yeast_sisima#ap3	yeast_dream5#yeast_sisima#ap3	459.922013759613	interconnected	yeast	yeast	yeast	0.0015432098765432098
2370	yeast_dream5	yeast_dream5	0.047463441333329456	kmeans	yeast_sisima#mcl1	yeast_sisima#mcl1	yeast_dream5#yeast_sisima#mcl1	yeast_dream5#yeast_sisima#mcl1	606.2434351444243	interconnected	yeast	yeast	yeast	0.0015432098765432098
2379	yeast_dream5	yeast_dream5	0.04815134931266087	kmeans	yeast_sisima#mcl2	yeast_sisima#mcl2	yeast_dream5#yeast_sisima#mcl2	yeast_dream5#yeast_sisima#mcl2	606.2434351444243	interconnected	yeast	yeast	yeast	0.0015432098765432098
2388	yeast_dream5	yeast_dream5	0.047463441333329456	kmeans	yeast_sisima#mcl3	yeast_sisima#mcl3	yeast_dream5#yeast_sisima#mcl3	yeast_dream5#yeast_sisima#mcl3	606.2434351444243	interconnected	yeast	yeast	yeast	0.0015432098765432098
2399	yeast_dream5	yeast_dream5	0.05068106297756917	kmeans	yeast_sisima#minimal	yeast_sisima#minimal	yeast_dream5#yeast_sisima#minimal	yeast_dream5#yeast_sisima#minimal	606.2434351444243	minimal	yeast	yeast	yeast	0.013888888888888888
2409	yeast_dream5	yeast_dream5	0.061661989156783635	kmeans	yeast_sisima#strict	yeast_sisima#strict	yeast_dream5#yeast_sisima#strict	yeast_dream5#yeast_sisima#strict	606.2434351444243	strict	yeast	yeast	yeast	0.013888888888888888
2418	yeast_dream5	yeast_dream5	0.05027455522331762	kmeans	yeast_sisima#tc1	yeast_sisima#tc1	yeast_dream5#yeast_sisima#tc1	yeast_dream5#yeast_sisima#tc1	606.2434351444243	interconnected	yeast	yeast	yeast	0.0015432098765432098
2427	yeast_dream5	yeast_dream5	0.04400623462266034	kmeans	yeast_sisima#tc2	yeast_sisima#tc2	yeast_dream5#yeast_sisima#tc2	yeast_dream5#yeast_sisima#tc2	606.2434351444243	interconnected	yeast	yeast	yeast	0.0015432098765432098
2436	yeast_dream5	yeast_dream5	0.05027455522331762	kmeans	yeast_sisima#tc3	yeast_sisima#tc3	yeast_dream5#yeast_sisima#tc3	yeast_dream5#yeast_sisima#tc3	606.2434351444243	interconnected	yeast	yeast	yeast	0.0015432098765432098
2446	yeast_gpl2529	yeast_gpl2529	0.015973186313700895	kmeans	yeast_macisaac#ap1	yeast_macisaac#ap1	yeast_gpl2529#yeast_macisaac#ap1	yeast_gpl2529#yeast_macisaac#ap1	4107.492474317552	interconnected	yeast	yeast	yeast	0.0015432098765432098
2455	yeast_gpl2529	yeast_gpl2529	0.05103046248249645	kmeans	yeast_macisaac#ap2	yeast_macisaac#ap2	yeast_gpl2529#yeast_macisaac#ap2	yeast_gpl2529#yeast_macisaac#ap2	3460.116811275482	interconnected	yeast	yeast	yeast	0.0015432098765432098
2464	yeast_gpl2529	yeast_gpl2529	0.016598718946739737	kmeans	yeast_macisaac#ap3	yeast_macisaac#ap3	yeast_gpl2529#yeast_macisaac#ap3	yeast_gpl2529#yeast_macisaac#ap3	3460.116811275482	interconnected	yeast	yeast	yeast	0.0015432098765432098
2473	yeast_gpl2529	yeast_gpl2529	0.02648797799544465	kmeans	yeast_macisaac#mcl1	yeast_macisaac#mcl1	yeast_gpl2529#yeast_macisaac#mcl1	yeast_gpl2529#yeast_macisaac#mcl1	3460.116811275482	interconnected	yeast	yeast	yeast	0.0015432098765432098
2482	yeast_gpl2529	yeast_gpl2529	0.02889242453071665	kmeans	yeast_macisaac#mcl2	yeast_macisaac#mcl2	yeast_gpl2529#yeast_macisaac#mcl2	yeast_gpl2529#yeast_macisaac#mcl2	3460.116811275482	interconnected	yeast	yeast	yeast	0.0015432098765432098
2491	yeast_gpl2529	yeast_gpl2529	0.02648797799544465	kmeans	yeast_macisaac#mcl3	yeast_macisaac#mcl3	yeast_gpl2529#yeast_macisaac#mcl3	yeast_gpl2529#yeast_macisaac#mcl3	3460.116811275482	interconnected	yeast	yeast	yeast	0.0015432098765432098
2502	yeast_gpl2529	yeast_gpl2529	0.02755460220144932	kmeans	yeast_macisaac#minimal	yeast_macisaac#minimal	yeast_gpl2529#yeast_macisaac#minimal	yeast_gpl2529#yeast_macisaac#minimal	1538.931556224823	minimal	yeast	yeast	yeast	0.013888888888888888
2512	yeast_gpl2529	yeast_gpl2529	0.03490365815799617	kmeans	yeast_macisaac#strict	yeast_macisaac#strict	yeast_gpl2529#yeast_macisaac#strict	yeast_gpl2529#yeast_macisaac#strict	2112.6977801322932	strict	yeast	yeast	yeast	0.013888888888888888
2521	yeast_gpl2529	yeast_gpl2529	0.02682145529318496	kmeans	yeast_macisaac#tc1	yeast_macisaac#tc1	yeast_gpl2529#yeast_macisaac#tc1	yeast_gpl2529#yeast_macisaac#tc1	1538.931556224823	interconnected	yeast	yeast	yeast	0.0015432098765432098
2530	yeast_gpl2529	yeast_gpl2529	0.025980991058392428	kmeans	yeast_macisaac#tc2	yeast_macisaac#tc2	yeast_gpl2529#yeast_macisaac#tc2	yeast_gpl2529#yeast_macisaac#tc2	955.3645300865172	interconnected	yeast	yeast	yeast	0.0015432098765432098
2539	yeast_gpl2529	yeast_gpl2529	0.02682145529318496	kmeans	yeast_macisaac#tc3	yeast_macisaac#tc3	yeast_gpl2529#yeast_macisaac#tc3	yeast_gpl2529#yeast_macisaac#tc3	1538.931556224823	interconnected	yeast	yeast	yeast	0.0015432098765432098
2549	yeast_gpl2529	yeast_gpl2529	0.03238773128266592	kmeans	yeast_sisima#ap1	yeast_sisima#ap1	yeast_gpl2529#yeast_sisima#ap1	yeast_gpl2529#yeast_sisima#ap1	2112.6977801322932	interconnected	yeast	yeast	yeast	0.0015432098765432098
2558	yeast_gpl2529	yeast_gpl2529	0.045105943244196665	kmeans	yeast_sisima#ap2	yeast_sisima#ap2	yeast_gpl2529#yeast_sisima#ap2	yeast_gpl2529#yeast_sisima#ap2	2112.6977801322932	interconnected	yeast	yeast	yeast	0.0015432098765432098
2567	yeast_gpl2529	yeast_gpl2529	0.032898335748604526	kmeans	yeast_sisima#ap3	yeast_sisima#ap3	yeast_gpl2529#yeast_sisima#ap3	yeast_gpl2529#yeast_sisima#ap3	2112.6977801322932	interconnected	yeast	yeast	yeast	0.0015432098765432098
2576	yeast_gpl2529	yeast_gpl2529	0.052986916430577666	kmeans	yeast_sisima#mcl1	yeast_sisima#mcl1	yeast_gpl2529#yeast_sisima#mcl1	yeast_gpl2529#yeast_sisima#mcl1	2112.6977801322932	interconnected	yeast	yeast	yeast	0.0015432098765432098
2585	yeast_gpl2529	yeast_gpl2529	0.0652514056307747	kmeans	yeast_sisima#mcl2	yeast_sisima#mcl2	yeast_gpl2529#yeast_sisima#mcl2	yeast_gpl2529#yeast_sisima#mcl2	2112.6977801322932	interconnected	yeast	yeast	yeast	0.0015432098765432098
2594	yeast_gpl2529	yeast_gpl2529	0.052986916430577666	kmeans	yeast_sisima#mcl3	yeast_sisima#mcl3	yeast_gpl2529#yeast_sisima#mcl3	yeast_gpl2529#yeast_sisima#mcl3	2112.6977801322932	interconnected	yeast	yeast	yeast	0.0015432098765432098
2605	yeast_gpl2529	yeast_gpl2529	0.05691194693558296	kmeans	yeast_sisima#minimal	yeast_sisima#minimal	yeast_gpl2529#yeast_sisima#minimal	yeast_gpl2529#yeast_sisima#minimal	2112.6977801322932	minimal	yeast	yeast	yeast	0.013888888888888888
2615	yeast_gpl2529	yeast_gpl2529	0.07363406330118033	kmeans	yeast_sisima#strict	yeast_sisima#strict	yeast_gpl2529#yeast_sisima#strict	yeast_gpl2529#yeast_sisima#strict	2112.6977801322932	strict	yeast	yeast	yeast	0.013888888888888888
2624	yeast_gpl2529	yeast_gpl2529	0.057295656680086175	kmeans	yeast_sisima#tc1	yeast_sisima#tc1	yeast_gpl2529#yeast_sisima#tc1	yeast_gpl2529#yeast_sisima#tc1	2112.6977801322932	interconnected	yeast	yeast	yeast	0.0015432098765432098
2633	yeast_gpl2529	yeast_gpl2529	0.05079118215586023	kmeans	yeast_sisima#tc2	yeast_sisima#tc2	yeast_gpl2529#yeast_sisima#tc2	yeast_gpl2529#yeast_sisima#tc2	2847.651111841202	interconnected	yeast	yeast	yeast	0.0015432098765432098
2642	yeast_gpl2529	yeast_gpl2529	0.057295656680086175	kmeans	yeast_sisima#tc3	yeast_sisima#tc3	yeast_gpl2529#yeast_sisima#tc3	yeast_gpl2529#yeast_sisima#tc3	2112.6977801322932	interconnected	yeast	yeast	yeast	0.0015432098765432098
2643	ecoli_colombos	ecoli_colombos	0.11634144439256384	agglom	ecoli_regulondb#ap1	ecoli_regulondb#ap1	ecoli_colombos#ecoli_regulondb#ap1	ecoli_colombos#ecoli_regulondb#ap1	7.579626798629762	interconnected	ecoli	ecoli	ecoli	0.0030864197530864196
2652	ecoli_colombos	ecoli_colombos	0.3323451714938889	agglom	ecoli_regulondb#ap2	ecoli_regulondb#ap2	ecoli_colombos#ecoli_regulondb#ap2	ecoli_colombos#ecoli_regulondb#ap2	7.579626798629762	interconnected	ecoli	ecoli	ecoli	0.0030864197530864196
2661	ecoli_colombos	ecoli_colombos	0.11519712805426036	agglom	ecoli_regulondb#ap3	ecoli_regulondb#ap3	ecoli_colombos#ecoli_regulondb#ap3	ecoli_colombos#ecoli_regulondb#ap3	7.579626798629762	interconnected	ecoli	ecoli	ecoli	0.0030864197530864196
2670	ecoli_colombos	ecoli_colombos	0.1224093329724764	agglom	ecoli_regulondb#mcl1	ecoli_regulondb#mcl1	ecoli_colombos#ecoli_regulondb#mcl1	ecoli_colombos#ecoli_regulondb#mcl1	7.579626798629762	interconnected	ecoli	ecoli	ecoli	0.0030864197530864196
